Average.parameter, Average.points, RandomNeutral.parameter, RandomNeutral.points
8, 9.10, 1, 12.79
8, 8.37, 1, 13.17
8, 9.15, 1, 13.13
8, 8.79, 1, 12.94
8, 8.24, 1, 12.98
8, 8.84, 1, 13.09
8, 9.35, 1, 12.97
8, 7.94, 1, 12.59
8, 8.53, 1, 13.79
8, 8.16, 1, 12.91
8, 8.55, 1, 12.86
8, 9.35, 1, 13.35
8, 8.74, 1, 13.04
8, 8.50, 1, 12.89
8, 8.10, 1, 13.16
8, 9.11, 1, 13.99
8, 8.53, 1, 13.11
8, 8.98, 1, 13.29
8, 8.13, 1, 13.41
8, 8.02, 1, 13.59
8, 8.70, 1, 13.22
8, 8.59, 1, 12.76
8, 9.06, 1, 13.51
8, 8.95, 1, 12.70
8, 8.45, 1, 12.85
8, 7.97, 1, 13.20
8, 7.91, 1, 12.94
8, 8.03, 1, 13.20
8, 8.34, 1, 13.73
8, 9.19, 1, 12.79
8, 8.43, 1, 13.56
8, 8.42, 1, 13.38
8, 8.12, 1, 12.90
8, 9.54, 1, 13.07
8, 8.78, 1, 13.41
8, 8.99, 1, 13.82
8, 8.28, 1, 13.20
8, 8.00, 1, 13.23
8, 8.62, 1, 13.03
8, 7.89, 1, 13.09
8, 8.52, 1, 13.38
8, 8.46, 1, 12.51
8, 8.72, 1, 13.20
9, 8.42, 1, 13.62
9, 8.61, 1, 13.36
9, 8.45, 1, 13.66
9, 7.85, 1, 13.74
9, 7.98, 1, 13.87
9, 8.77, 1, 13.62
9, 8.80, 1, 14.24
9, 8.69, 1, 13.45
9, 8.38, 1, 13.54
9, 8.15, 1, 13.04
9, 8.24, 1, 13.38
9, 8.49, 1, 13.77
9, 8.70, 1, 14.09
9, 7.79, 1, 13.20
9, 8.86, 1, 12.99
9, 9.33, 1, 14.16
9, 8.25, 1, 14.03
9, 8.11, 1, 13.63
9, 8.77, 1, 13.75
9, 8.40, 1, 13.30
9, 9.23, 1, 13.51
9, 8.50, 1, 14.48
9, 8.70, 1, 13.27
9, 8.28, 1, 13.09
9, 9.17, 1, 13.50
9, 8.89, 1, 13.76
9, 8.21, 1, 13.89
9, 8.38, 1, 13.18
9, 9.01, 1, 13.51
9, 8.10, 1, 13.85
9, 8.64, 1, 13.16
9, 8.52, 1, 13.67
9, 8.33, 1, 13.72
9, 8.48, 1, 14.12
9, 8.39, 1, 13.67
9, 8.87, 1, 13.67
9, 8.95, 1, 13.64
9, 8.70, 1, 13.90
9, 9.12, 1, 13.69
9, 8.44, 1, 13.83
9, 8.15, 1, 13.95
9, 8.38, 1, 14.39
9, 8.27, 1, 13.91
9, 7.95, 1, 13.78
9, 7.05, 1, 13.60
9, 8.65, 1, 13.37
9, 7.99, 1, 13.75
9, 8.70, 1, 13.65
9, 8.77, 1, 13.63
9, 8.47, 1, 13.57
9, 8.35, 1, 13.61
9, 8.66, 1, 13.50
9, 9.31, 1, 13.80
9, 8.63, 1, 13.76
9, 8.55, 1, 13.29
9, 7.86, 1, 13.79
9, 8.85, 1, 13.84
9, 8.52, 1, 13.95
9, 8.08, 1, 13.72
9, 7.93, 1, 12.81
9, 8.29, 1, 13.99
9, 8.64, 1, 13.76
9, 8.55, 1, 13.48
9, 7.99, 1, 13.80
9, 8.48, 1, 13.88
9, 8.37, 1, 13.38
9, 8.19, 1, 13.47
9, 8.03, 1, 13.46
9, 9.16, 1, 14.06
9, 8.64, 1, 13.57
9, 8.21, 1, 13.73
9, 8.86, 1, 13.27
9, 9.53, 1, 13.24
9, 8.64, 1, 13.86
9, 8.35, 1, 13.31
9, 9.11, 1, 13.55
9, 9.27, 1, 13.64
9, 8.61, 1, 13.48
9, 8.60, 1, 13.78
9, 8.68, 1, 13.78
9, 8.46, 1, 14.13
9, 8.67, 1, 13.51
9, 8.55, 1, 13.66
9, 8.41, 1, 14.51
9, 8.47, 1, 14.00
9, 9.14, 1, 13.67
9, 8.87, 1, 13.83
9, 8.32, 1, 14.13
9, 8.30, 1, 13.98
9, 7.90, 1, 13.38
9, 9.01, 1, 13.66
9, 8.47, 1, 13.82
9, 8.69, 1, 13.54
9, 8.80, 1, 13.54
9, 9.17, 1, 14.31
9, 8.06, 1, 13.73
9, 7.88, 1, 13.76
9, 7.97, 1, 14.13
9, 8.97, 1, 13.57
9, 8.90, 1, 13.42
0, 8.35, 2, 8.20
0, 8.81, 2, 9.14
0, 8.90, 2, 9.19
0, 8.14, 2, 9.08
0, 9.18, 2, 9.90
0, 8.31, 2, 9.27
0, 9.53, 2, 10.38
0, 8.69, 2, 9.50
0, 8.89, 2, 9.56
0, 8.80, 2, 9.72
0, 8.23, 2, 9.26
0, 8.61, 2, 10.13
0, 8.42, 2, 9.97
0, 9.08, 2, 9.46
0, 8.81, 2, 9.33
0, 9.22, 2, 9.26
0, 7.20, 2, 8.60
0, 8.21, 2, 9.89
0, 8.65, 2, 8.06
0, 9.15, 2, 8.83
0, 8.74, 2, 8.97
0, 8.30, 2, 9.29
0, 9.39, 2, 10.45
0, 8.16, 2, 9.48
0, 9.10, 2, 9.23
0, 9.33, 2, 10.42
0, 8.57, 2, 9.10
0, 8.28, 2, 9.45
0, 8.34, 2, 8.77
0, 8.72, 2, 9.30
0, 8.77, 2, 9.16
0, 8.92, 2, 9.36
0, 9.35, 2, 8.97
0, 9.43, 2, 8.77
0, 9.48, 2, 9.81
0, 8.67, 2, 9.17
0, 9.17, 2, 9.65
0, 7.79, 2, 9.38
0, 9.37, 2, 9.63
0, 8.82, 2, 8.91
0, 9.81, 2, 9.30
0, 9.47, 2, 9.43
0, 7.98, 2, 8.83
0, 10.36, 2, 9.72
0, 8.47, 2, 8.56
0, 9.23, 2, 9.12
0, 8.09, 2, 9.23
0, 8.79, 2, 9.37
0, 9.44, 2, 10.11
0, 9.64, 2, 9.57
0, 9.36, 2, 9.68
0, 8.93, 2, 10.85
0, 8.94, 2, 9.11
0, 8.44, 2, 9.30
0, 8.64, 2, 9.50
0, 8.69, 2, 8.83
0, 8.29, 2, 8.80
0, 9.50, 2, 8.92
0, 7.82, 2, 9.01
0, 8.41, 2, 8.83
0, 9.30, 2, 9.47
0, 8.34, 2, 9.75
0, 9.60, 2, 9.48
0, 8.45, 2, 9.44
0, 8.40, 2, 10.35
0, 9.18, 2, 9.12
0, 9.71, 2, 9.74
0, 8.65, 2, 9.58
0, 8.77, 2, 9.81
0, 9.64, 2, 10.12
0, 9.19, 2, 10.16
0, 9.65, 2, 9.58
0, 9.40, 2, 10.17
0, 9.01, 2, 10.24
0, 9.05, 2, 9.48
0, 9.16, 2, 10.29
0, 8.66, 2, 9.83
0, 9.28, 2, 9.73
0, 8.98, 2, 9.61
0, 7.83, 2, 8.83
0, 8.49, 2, 9.64
0, 9.26, 2, 9.75
0, 8.78, 2, 9.02
0, 9.34, 2, 9.45
0, 9.45, 2, 9.83
0, 8.41, 2, 9.94
0, 9.78, 2, 10.08
0, 9.38, 2, 9.69
0, 8.09, 2, 8.58
0, 9.06, 2, 9.40
0, 9.52, 2, 10.37
0, 8.97, 2, 9.17
0, 8.95, 2, 9.94
0, 8.55, 2, 9.36
0, 8.98, 2, 9.69
0, 9.42, 2, 8.97
0, 8.56, 2, 9.05
0, 9.54, 2, 9.36
0, 7.64, 2, 8.85
0, 8.83, 2, 9.35
1, 9.53, 2, 9.39
1, 9.37, 2, 9.96
1, 8.98, 2, 10.17
1, 9.78, 2, 10.24
1, 8.34, 2, 9.17
1, 8.69, 2, 10.14
1, 8.46, 2, 9.68
1, 9.07, 2, 10.79
1, 8.31, 2, 10.71
1, 9.74, 2, 9.39
1, 9.98, 2, 10.87
1, 8.43, 2, 10.83
1, 9.44, 2, 9.92
1, 9.66, 2, 9.83
1, 9.49, 2, 10.02
1, 9.89, 2, 10.12
1, 8.97, 2, 10.21
1, 8.84, 2, 9.89
1, 9.14, 2, 9.69
1, 7.99, 2, 9.33
1, 8.61, 2, 9.62
1, 8.65, 2, 9.84
1, 8.47, 2, 9.92
1, 8.92, 2, 10.58
1, 8.88, 2, 9.10
1, 9.24, 2, 10.41
1, 8.42, 2, 9.68
1, 8.61, 2, 9.71
1, 9.13, 2, 8.50
1, 8.68, 2, 9.58
1, 8.51, 2, 9.68
1, 8.60, 2, 10.46
1, 8.89, 2, 8.69
1, 8.03, 2, 9.47
1, 9.10, 2, 9.59
1, 9.08, 2, 10.26
1, 8.90, 2, 10.29
1, 8.07, 2, 9.21
1, 9.41, 2, 10.11
1, 8.25, 2, 9.99
1, 8.01, 2, 9.63
1, 7.98, 2, 9.50
1, 8.54, 2, 9.90
1, 9.15, 2, 9.43
1, 9.06, 2, 9.65
1, 9.38, 2, 9.61
1, 9.50, 2, 9.83
1, 8.67, 2, 9.87
1, 8.65, 2, 9.64
1, 8.39, 2, 10.25
1, 8.76, 2, 10.53
1, 9.43, 2, 10.93
1, 9.79, 2, 10.48
1, 9.04, 2, 9.83
1, 9.33, 2, 9.36
1, 8.94, 2, 9.29
1, 9.08, 2, 10.48
1, 8.86, 2, 8.87
1, 10.12, 2, 10.90
1, 8.84, 2, 11.08
1, 8.60, 2, 9.06
1, 9.22, 2, 9.99
1, 8.78, 2, 9.35
1, 9.11, 2, 9.84
1, 7.99, 2, 9.60
1, 9.40, 2, 10.26
1, 9.24, 2, 9.23
1, 9.40, 2, 10.27
1, 8.07, 2, 9.29
1, 8.74, 2, 9.19
1, 8.81, 2, 10.38
1, 9.53, 2, 9.48
1, 8.63, 2, 10.42
1, 8.53, 2, 9.90
1, 8.74, 2, 9.52
1, 9.11, 2, 9.37
1, 9.04, 2, 9.62
1, 8.03, 2, 10.20
1, 9.56, 2, 9.66
1, 8.11, 2, 9.81
1, 8.19, 2, 8.83
1, 8.30, 2, 9.77
1, 9.83, 2, 10.65
1, 9.24, 2, 10.11
1, 8.97, 2, 9.32
1, 8.26, 2, 10.02
1, 9.14, 2, 9.82
1, 9.03, 2, 10.07
1, 8.07, 2, 9.43
1, 9.27, 2, 10.24
1, 8.07, 2, 9.05
1, 9.16, 2, 10.27
1, 8.96, 2, 10.34
1, 9.42, 2, 10.21
1, 9.93, 2, 11.04
1, 9.35, 2, 10.52
1, 9.44, 2, 10.33
1, 9.12, 2, 9.69
1, 8.35, 2, 10.11
1, 9.70, 2, 10.84
2, 9.49, 2, 9.91
2, 7.95, 2, 9.57
2, 8.86, 2, 10.99
2, 9.11, 2, 10.55
2, 8.40, 2, 9.67
2, 8.59, 2, 10.16
2, 8.49, 2, 10.70
2, 9.84, 2, 10.95
2, 8.25, 2, 10.05
2, 7.78, 2, 10.31
2, 10.56, 2, 10.85
2, 9.60, 2, 10.93
2, 8.32, 2, 10.99
2, 8.87, 2, 10.12
2, 8.95, 2, 9.84
2, 9.87, 2, 10.44
2, 9.16, 2, 9.98
2, 7.99, 2, 10.40
2, 8.90, 2, 10.13
2, 8.49, 2, 9.92
2, 8.70, 2, 10.57
2, 8.23, 2, 9.29
2, 8.82, 2, 10.52
2, 8.69, 2, 11.45
2, 8.94, 2, 10.45
2, 7.86, 2, 10.38
2, 8.88, 2, 10.90
2, 9.01, 2, 10.95
2, 7.70, 2, 10.46
2, 7.46, 2, 9.58
2, 9.02, 2, 10.34
2, 9.66, 2, 10.66
2, 9.09, 2, 10.44
2, 9.42, 2, 11.30
2, 8.96, 2, 11.00
2, 9.14, 2, 11.08
2, 7.70, 2, 9.71
2, 8.86, 2, 10.77
2, 9.79, 2, 10.84
2, 8.65, 2, 10.88
2, 8.72, 2, 9.97
2, 9.30, 2, 11.01
2, 9.34, 2, 10.57
2, 7.80, 2, 9.76
2, 8.75, 2, 10.58
2, 8.44, 2, 10.62
2, 10.18, 2, 10.55
2, 8.74, 2, 9.89
2, 8.41, 2, 9.77
2, 9.08, 2, 10.16
2, 9.04, 2, 10.05
2, 9.06, 2, 10.51
2, 9.16, 2, 9.74
2, 8.89, 2, 10.55
2, 8.13, 2, 10.73
2, 8.24, 2, 10.03
2, 8.10, 2, 9.75
2, 8.79, 2, 10.94
2, 7.84, 2, 10.57
2, 8.85, 2, 10.34
2, 8.99, 2, 9.68
2, 9.77, 2, 10.47
2, 9.46, 2, 11.18
2, 8.69, 2, 10.00
2, 9.29, 2, 10.41
2, 8.64, 2, 10.37
2, 9.22, 2, 10.53
2, 8.29, 2, 10.55
2, 8.26, 2, 9.28
2, 8.34, 2, 9.94
2, 7.84, 2, 9.98
2, 8.08, 2, 9.96
2, 8.53, 2, 10.77
2, 8.66, 2, 10.71
2, 9.57, 2, 10.23
2, 9.60, 2, 10.37
2, 10.35, 2, 11.14
2, 8.44, 2, 10.84
2, 8.61, 2, 10.03
2, 9.04, 2, 10.30
2, 9.08, 2, 10.72
2, 8.15, 2, 9.89
2, 9.32, 2, 10.36
2, 8.52, 2, 10.29
2, 9.47, 2, 10.45
2, 8.35, 2, 10.27
2, 8.31, 2, 11.71
2, 8.15, 2, 10.85
2, 9.34, 2, 11.03
2, 8.37, 2, 10.25
2, 8.40, 2, 11.06
2, 8.33, 2, 9.55
2, 9.94, 2, 10.79
2, 8.50, 2, 10.31
2, 9.99, 2, 11.34
2, 8.85, 2, 10.60
2, 8.48, 2, 11.06
2, 8.95, 2, 10.91
2, 9.33, 2, 9.96
2, 8.91, 2, 10.63
3, 8.59, 2, 11.07
3, 9.36, 2, 11.32
3, 8.27, 2, 9.88
3, 8.11, 2, 10.76
3, 8.95, 2, 11.34
3, 8.88, 2, 10.61
3, 8.63, 2, 10.88
3, 8.71, 2, 9.80
3, 8.71, 2, 10.81
3, 8.62, 2, 10.45
3, 9.48, 2, 11.03
3, 8.54, 2, 10.56
3, 7.92, 2, 10.63
3, 9.06, 2, 11.62
3, 8.57, 2, 10.86
3, 9.54, 2, 11.64
3, 8.55, 2, 11.02
3, 9.23, 2, 11.64
3, 9.13, 2, 11.21
3, 8.97, 2, 10.23
3, 9.44, 2, 11.05
3, 8.44, 2, 11.31
3, 8.98, 2, 10.95
3, 9.01, 2, 11.77
3, 8.34, 2, 10.98
3, 8.14, 2, 10.99
3, 8.69, 2, 10.73
3, 9.32, 2, 11.13
3, 9.50, 2, 11.70
3, 8.11, 2, 9.42
3, 8.31, 2, 9.85
3, 8.93, 2, 12.06
3, 9.60, 2, 11.65
3, 9.14, 2, 10.35
3, 9.28, 2, 10.71
3, 8.74, 2, 10.38
3, 9.03, 2, 11.07
3, 9.34, 2, 10.04
3, 8.81, 2, 10.85
3, 9.22, 2, 10.68
3, 8.35, 2, 10.72
3, 7.96, 2, 11.19
3, 9.53, 2, 11.32
3, 9.00, 2, 11.21
3, 8.32, 2, 10.71
3, 8.61, 2, 11.01
3, 8.86, 2, 11.23
3, 8.81, 2, 10.45
3, 9.30, 2, 10.64
3, 8.49, 2, 10.53
3, 8.79, 2, 10.07
3, 8.14, 2, 10.28
3, 8.94, 2, 10.94
3, 9.33, 2, 10.75
3, 8.76, 2, 11.02
3, 9.19, 2, 11.84
3, 8.47, 2, 10.59
3, 8.99, 2, 10.48
3, 9.11, 2, 10.97
3, 8.28, 2, 10.84
3, 9.54, 2, 10.96
3, 9.24, 2, 10.82
3, 8.83, 2, 11.11
3, 8.16, 2, 11.10
3, 8.64, 2, 9.90
3, 9.07, 2, 10.67
3, 8.48, 2, 10.26
3, 8.75, 2, 11.56
3, 9.40, 2, 10.51
3, 8.50, 2, 10.74
3, 7.86, 2, 9.98
3, 9.19, 2, 11.65
3, 8.28, 2, 10.32
3, 9.47, 2, 11.31
3, 7.47, 2, 10.74
3, 8.37, 2, 10.08
3, 8.58, 2, 9.75
3, 8.91, 2, 10.70
3, 9.84, 2, 10.87
3, 8.82, 2, 11.06
3, 8.86, 2, 10.91
3, 8.37, 2, 10.45
3, 8.05, 2, 10.32
3, 9.24, 2, 11.17
3, 9.13, 2, 11.28
3, 8.98, 2, 10.52
3, 8.81, 2, 11.03
3, 8.31, 2, 11.34
3, 8.79, 2, 10.98
3, 8.50, 2, 10.36
3, 8.14, 2, 10.42
3, 9.12, 2, 10.62
3, 8.46, 2, 11.65
3, 8.65, 2, 10.80
3, 8.53, 2, 10.39
3, 9.40, 2, 11.22
3, 8.94, 2, 10.94
3, 9.61, 2, 10.56
3, 9.62, 2, 11.61
3, 9.35, 2, 10.48
4, 9.04, 2, 11.70
4, 9.24, 2, 11.58
4, 8.07, 2, 11.61
4, 8.34, 2, 11.04
4, 9.41, 2, 12.03
4, 8.82, 2, 11.29
4, 9.18, 2, 11.57
4, 9.14, 2, 11.26
4, 8.56, 2, 11.59
4, 8.85, 2, 11.56
4, 8.68, 2, 10.79
4, 9.53, 2, 11.04
4, 9.31, 2, 12.44
4, 8.36, 2, 10.96
4, 8.55, 2, 11.12
4, 8.48, 2, 11.10
4, 9.17, 2, 11.21
4, 8.74, 2, 11.08
4, 9.23, 2, 11.74
4, 8.67, 2, 11.36
4, 10.37, 2, 10.88
4, 7.78, 2, 10.51
4, 9.40, 2, 11.83
4, 7.86, 2, 10.80
4, 8.74, 2, 11.71
4, 8.54, 2, 10.95
4, 9.09, 2, 11.52
4, 8.56, 2, 11.66
4, 8.89, 2, 11.11
4, 9.35, 2, 10.43
4, 9.18, 2, 11.47
4, 8.28, 2, 10.61
4, 8.91, 2, 11.22
4, 8.15, 2, 9.75
4, 7.72, 2, 11.50
4, 9.10, 2, 10.68
4, 8.89, 2, 11.14
4, 9.29, 2, 12.06
4, 8.99, 2, 11.30
4, 7.85, 2, 10.57
4, 8.47, 2, 11.12
4, 7.79, 2, 10.43
4, 9.55, 2, 11.74
4, 8.83, 2, 11.05
4, 8.52, 2, 11.23
4, 8.48, 2, 11.63
4, 9.10, 2, 11.15
4, 8.66, 2, 11.72
4, 8.49, 2, 10.62
4, 8.73, 2, 11.41
4, 8.92, 2, 11.63
4, 9.60, 2, 10.80
4, 8.45, 2, 10.86
4, 8.80, 2, 11.35
4, 8.65, 2, 11.24
4, 8.15, 2, 11.63
4, 8.98, 2, 11.32
4, 8.44, 2, 11.78
4, 8.80, 2, 11.02
4, 8.96, 2, 10.91
4, 8.06, 2, 11.48
4, 9.54, 2, 10.88
4, 8.48, 2, 11.39
4, 9.59, 2, 11.31
4, 8.85, 2, 11.33
4, 8.81, 2, 11.47
4, 9.62, 2, 11.64
4, 9.23, 2, 11.17
4, 9.25, 2, 12.28
4, 9.29, 2, 11.85
4, 8.77, 2, 10.92
4, 8.48, 2, 11.79
4, 9.34, 2, 11.78
4, 8.56, 2, 10.87
4, 8.13, 2, 11.37
4, 9.58, 2, 11.70
4, 8.25, 2, 10.88
4, 9.25, 2, 10.89
4, 8.72, 2, 10.67
4, 9.98, 2, 11.50
4, 8.27, 2, 12.04
4, 8.64, 2, 10.99
4, 8.73, 2, 11.96
4, 8.65, 2, 11.40
4, 9.33, 2, 11.15
4, 7.71, 2, 11.05
4, 9.21, 2, 11.81
4, 8.51, 2, 10.72
4, 7.52, 2, 11.39
4, 9.25, 2, 11.33
4, 8.81, 2, 11.23
4, 7.56, 2, 11.24
4, 8.72, 2, 10.42
4, 7.83, 2, 10.40
4, 9.14, 2, 11.51
4, 9.22, 2, 11.44
4, 8.35, 2, 10.95
4, 9.20, 2, 12.19
4, 9.00, 2, 12.14
4, 8.83, 2, 11.47
5, 9.13, 2, 11.51
5, 9.28, 2, 12.13
5, 8.28, 2, 12.32
5, 8.85, 2, 11.93
5, 8.75, 2, 11.63
5, 8.83, 2, 11.11
5, 7.50, 2, 11.49
5, 9.05, 2, 12.09
5, 8.35, 2, 11.18
5, 8.48, 2, 11.94
5, 8.50, 2, 11.53
5, 8.92, 2, 12.05
5, 8.56, 2, 11.65
5, 8.34, 2, 10.91
5, 7.67, 2, 12.10
5, 9.13, 2, 11.94
5, 8.43, 2, 11.42
5, 8.71, 2, 12.14
5, 8.80, 2, 12.23
5, 8.53, 2, 11.83
5, 8.74, 2, 12.06
5, 8.73, 2, 11.85
5, 8.22, 2, 11.92
5, 8.62, 2, 11.72
5, 8.70, 2, 13.05
5, 10.04, 2, 11.92
5, 8.43, 2, 11.79
5, 8.99, 2, 12.06
5, 8.80, 2, 11.34
5, 8.82, 2, 11.69
5, 8.77, 2, 11.83
5, 9.07, 2, 11.71
5, 8.14, 2, 12.08
5, 9.33, 2, 12.03
5, 9.16, 2, 11.67
5, 7.92, 2, 10.94
5, 8.28, 2, 11.69
5, 8.48, 2, 11.87
5, 8.67, 2, 12.24
5, 9.07, 2, 12.07
5, 8.17, 2, 11.74
5, 8.53, 2, 11.68
5, 9.01, 2, 11.98
5, 9.03, 2, 11.04
5, 9.73, 2, 11.41
5, 7.70, 2, 11.81
5, 8.71, 2, 11.07
5, 8.43, 2, 12.41
5, 8.34, 2, 12.58
5, 9.01, 2, 12.26
5, 8.91, 2, 11.96
5, 8.96, 2, 11.68
5, 8.82, 2, 11.87
5, 9.26, 2, 12.09
5, 9.28, 2, 11.92
5, 8.58, 2, 11.08
5, 8.44, 2, 11.77
5, 8.90, 2, 11.54
5, 9.26, 2, 13.16
5, 8.69, 2, 11.61
5, 9.52, 2, 11.98
5, 8.56, 2, 11.72
5, 8.61, 2, 12.51
5, 8.53, 2, 11.62
5, 9.03, 2, 11.86
5, 8.67, 2, 11.45
5, 8.21, 2, 12.39
5, 8.56, 2, 12.16
5, 8.84, 2, 12.40
5, 8.96, 2, 12.07
5, 8.57, 2, 11.97
5, 8.21, 2, 11.45
5, 9.47, 2, 12.20
5, 8.48, 2, 11.99
5, 9.19, 2, 11.70
5, 8.94, 2, 11.62
5, 9.40, 2, 11.81
5, 10.12, 2, 11.30
5, 8.56, 2, 11.57
5, 8.88, 2, 11.61
5, 8.07, 2, 12.09
5, 9.86, 2, 12.48
5, 8.41, 2, 11.23
5, 9.13, 2, 12.00
5, 9.26, 2, 12.08
5, 8.28, 2, 11.31
5, 8.22, 2, 11.99
5, 8.39, 2, 11.87
5, 8.19, 2, 12.36
5, 8.37, 2, 11.38
5, 8.97, 2, 11.69
5, 8.00, 2, 12.20
5, 9.15, 2, 11.97
5, 8.05, 2, 12.37
5, 8.77, 2, 11.79
5, 8.78, 2, 11.58
5, 8.27, 2, 11.56
5, 8.32, 2, 11.75
5, 8.44, 2, 12.01
5, 8.80, 2, 11.76
6, 9.14, 2, 11.98
6, 7.83, 2, 12.32
6, 8.85, 2, 12.55
6, 10.12, 2, 12.56
6, 8.51, 2, 12.12
6, 8.41, 2, 12.07
6, 8.76, 2, 11.90
6, 8.85, 2, 12.51
6, 8.69, 2, 11.95
6, 9.51, 2, 12.66
6, 9.04, 2, 12.57
6, 8.17, 2, 12.21
6, 8.60, 2, 12.00
6, 8.41, 2, 12.13
6, 8.06, 2, 12.42
6, 8.29, 2, 13.20
6, 9.70, 2, 12.87
6, 8.35, 2, 11.94
6, 9.43, 2, 11.98
6, 8.25, 2, 12.24
6, 8.49, 2, 12.32
6, 8.57, 2, 13.00
6, 8.55, 2, 12.21
6, 8.49, 2, 11.37
6, 8.23, 2, 12.23
6, 8.38, 2, 11.81
6, 8.10, 2, 12.27
6, 8.92, 2, 12.61
6, 8.27, 2, 12.24
6, 8.44, 2, 12.25
6, 8.63, 2, 13.02
6, 7.94, 2, 12.02
6, 8.47, 2, 12.53
6, 8.22, 2, 11.91
6, 8.86, 2, 11.81
6, 8.80, 2, 11.87
6, 8.98, 2, 12.63
6, 8.80, 2, 12.34
6, 9.11, 2, 13.25
6, 8.25, 2, 11.50
6, 8.59, 2, 11.75
6, 8.76, 2, 12.36
6, 8.98, 2, 11.70
6, 8.79, 2, 12.54
6, 8.39, 2, 12.61
6, 7.70, 2, 12.30
6, 8.82, 2, 12.42
6, 8.58, 2, 12.23
6, 8.70, 2, 12.04
6, 8.74, 2, 11.84
6, 8.66, 2, 12.05
6, 8.56, 2, 12.53
6, 8.50, 2, 12.50
6, 8.25, 2, 12.74
6, 7.83, 2, 12.16
6, 8.62, 2, 12.48
6, 8.33, 2, 12.83
6, 8.42, 2, 12.34
6, 8.54, 2, 12.51
6, 8.66, 2, 12.57
6, 9.31, 2, 12.47
6, 7.48, 2, 12.15
6, 7.61, 2, 12.81
6, 8.62, 2, 12.68
6, 8.85, 2, 12.16
6, 9.25, 2, 12.83
6, 8.49, 2, 11.74
6, 8.81, 2, 12.25
6, 8.10, 2, 11.93
6, 8.64, 2, 12.22
6, 9.05, 2, 12.46
6, 9.00, 2, 12.54
6, 8.35, 2, 11.99
6, 9.14, 2, 11.94
6, 9.22, 2, 12.34
6, 6.48, 2, 11.08
6, 8.72, 2, 11.92
6, 9.46, 2, 12.17
6, 8.29, 2, 12.06
6, 9.38, 2, 11.70
6, 9.29, 2, 12.39
6, 9.07, 2, 12.60
6, 8.83, 2, 11.71
6, 9.16, 2, 12.62
6, 8.53, 2, 12.09
6, 8.56, 2, 12.07
6, 9.02, 2, 12.05
6, 8.83, 2, 12.46
6, 8.64, 2, 11.84
6, 8.23, 2, 12.27
6, 9.34, 2, 12.31
6, 8.16, 2, 11.77
6, 7.83, 2, 12.16
6, 9.39, 2, 11.94
6, 8.75, 2, 12.03
6, 8.52, 2, 13.04
6, 9.21, 2, 12.15
6, 8.78, 2, 11.63
6, 8.00, 2, 11.68
6, 8.08, 2, 11.70
7, 8.79, 2, 12.04
7, 8.51, 2, 12.50
7, 8.19, 2, 12.95
7, 9.00, 2, 12.79
7, 8.87, 2, 12.50
7, 7.81, 2, 12.42
7, 9.21, 2, 13.04
7, 8.85, 2, 12.97
7, 8.72, 2, 12.84
7, 8.25, 2, 13.35
7, 7.85, 2, 13.09
7, 8.66, 2, 13.06
7, 7.90, 2, 12.47
7, 7.62, 2, 12.98
7, 8.89, 2, 12.84
7, 8.43, 2, 12.98
7, 9.04, 2, 13.07
7, 8.40, 2, 13.16
7, 8.70, 2, 12.38
7, 8.47, 2, 12.52
7, 9.19, 2, 12.00
7, 9.05, 2, 12.40
7, 8.71, 2, 13.40
7, 8.40, 2, 12.25
7, 8.03, 2, 12.09
7, 8.63, 2, 13.48
7, 8.95, 2, 12.49
7, 8.67, 2, 12.37
7, 8.16, 2, 13.02
7, 8.01, 2, 12.54
7, 8.13, 2, 12.21
7, 8.08, 2, 12.47
7, 8.99, 2, 12.14
7, 8.01, 2, 12.34
7, 9.13, 2, 13.43
7, 9.40, 2, 12.61
7, 8.71, 2, 12.76
7, 8.64, 2, 12.80
7, 8.85, 2, 12.64
7, 8.33, 2, 13.02
7, 9.23, 2, 12.76
7, 8.51, 2, 12.99
7, 9.30, 2, 12.50
7, 8.32, 2, 12.42
7, 8.95, 2, 13.01
7, 8.64, 2, 12.38
7, 8.93, 2, 12.54
7, 8.78, 2, 12.55
7, 7.74, 2, 13.10
7, 7.75, 2, 12.78
7, 8.89, 2, 12.82
7, 8.41, 2, 13.02
7, 8.65, 2, 12.27
7, 9.37, 2, 13.48
7, 8.82, 2, 13.00
7, 8.59, 2, 13.03
7, 8.93, 2, 12.84
7, 9.28, 2, 13.46
7, 8.14, 2, 13.20
7, 7.93, 2, 12.63
7, 8.48, 2, 12.19
7, 8.66, 2, 12.66
7, 9.74, 2, 13.51
7, 8.95, 2, 12.06
7, 9.11, 2, 12.89
7, 7.92, 2, 12.79
7, 7.62, 2, 12.51
7, 8.86, 2, 13.11
7, 8.96, 2, 12.23
7, 8.33, 2, 12.79
7, 9.12, 2, 12.59
7, 8.89, 2, 12.57
7, 8.67, 2, 12.32
7, 8.58, 2, 12.64
7, 9.29, 2, 12.26
7, 8.48, 2, 12.96
7, 8.95, 2, 13.28
7, 8.41, 2, 12.49
7, 8.63, 2, 12.81
7, 9.09, 2, 12.61
7, 7.69, 2, 13.01
7, 8.57, 2, 13.16
7, 8.75, 2, 11.92
7, 9.26, 2, 13.13
7, 8.73, 2, 12.48
7, 8.54, 2, 13.24
7, 9.71, 2, 12.54
7, 8.71, 2, 12.97
